symbol,time,close,high,low,open,volume,bollingerbands,lowerband,middleband,standarddeviation,upperband,onbalancevolume,averagegain,averageloss,relativestrengthindex
NFLX SEWJWLJNHZDX,8/17/2006,2.824283,2.87714,2.795711,2.869997,1471110,2.824283,2.780523,2.887458,0.053468,2.994393,0.179516,0.01,0.025143,28.455285
NFLX SEWJWLJNHZDX,8/18/2006,2.861426,2.951426,2.691426,2.799997,1325640,2.861426,2.776203,2.882725,0.053261,2.989247,0.192773,0.013714,0.018857,42.105263
NFLX SEWJWLJNHZDX,8/19/2006,2.835711,2.889997,2.824283,2.871426,736960,2.835711,2.79927,2.874177,0.037454,2.949084,0.185403,0.005,0.021429,18.918919
NFLX SEWJWLJNHZDX,8/22/2006,2.791426,2.845711,2.731426,2.841426,1238136,2.791426,2.799664,2.859131,0.029734,2.918599,0.173022,0.005,0.021429,18.918919
NFLX SEWJWLJNHZDX,8/23/2006,2.672854,2.784283,2.665712,2.771426,1655125,2.672854,2.71148,2.825263,0.056892,2.939046,0.15647,0.005,0.027714,15.283843
NFLX SEWJWLJNHZDX,8/24/2006,2.668569,2.691426,2.588569,2.678569,1847454,2.668569,2.655173,2.796773,0.0708,2.938373,0.137996,0.005,0.026143,16.055046
NFLX SEWJWLJNHZDX,8/25/2006,2.652854,2.685712,2.601426,2.659997,995450,2.652854,2.611409,2.770606,0.079599,2.929803,0.128041,0.005,0.027429,15.418502
NFLX SEWJWLJNHZDX,8/26/2006,2.674283,2.691426,2.622855,2.638569,982776,2.674283,2.585898,2.753093,0.083598,2.920288,0.137869,0.007143,0.023286,23.474178
NFLX SEWJWLJNHZDX,8/29/2006,2.749997,2.788569,2.694283,2.695712,1121687,2.749997,2.592749,2.75253,0.079891,2.912311,0.149086,0.014143,0.023286,37.78626
NFLX SEWJWLJNHZDX,8/30/2006,2.769997,2.781426,2.734283,2.761426,800974,2.769997,2.607181,2.755706,0.074262,2.90423,0.157096,0.015429,0.023286,39.852399
NFLX SEWJWLJNHZDX,8/31/2006,2.869997,2.884283,2.769997,2.784283,951910,2.869997,2.616726,2.776486,0.07988,2.936246,0.166615,0.025429,0.020857,54.938272
NFLX SEWJWLJNHZDX,9/1/2006,2.858569,2.888569,2.844283,2.885711,804097,2.858569,2.632406,2.79141,0.079502,2.950414,0.158574,0.021714,0.022,49.673203
NFLX SEWJWLJNHZDX,9/2/2006,2.859997,2.895711,2.849997,2.861426,743886,2.859997,2.639339,2.80388,0.082271,2.968422,0.166013,0.021857,0.019429,52.941176
NFLX SEWJWLJNHZDX,9/6/2006,2.88714,2.891426,2.842854,2.874283,526732,2.88714,2.637307,2.819019,0.090856,3.00073,0.17128,0.024571,0.015,62.093863
NFLX SEWJWLJNHZDX,9/7/2006,3.002854,3.098568,2.889997,2.992854,2719692,3.002854,2.634452,2.852443,0.108996,3.070435,0.198477,0.036143,0.003143,92
NFLX SEWJWLJNHZDX,9/8/2006,2.902854,2.979997,2.89714,2.979997,1244874,2.902854,2.654838,2.861609,0.103385,3.06838,0.186028,0.036143,0.012714,73.976608
NFLX SEWJWLJNHZDX,9/9/2006,2.892854,2.951426,2.864283,2.891426,775120,2.892854,2.691648,2.86729,0.087821,3.042932,0.178277,0.036143,0.012143,74.852071
NFLX SEWJWLJNHZDX,9/12/2006,2.949997,2.978568,2.858569,2.858569,742317,2.949997,2.740368,2.882328,0.07098,3.024287,0.1857,0.039714,0.012143,76.584022
NFLX SEWJWLJNHZDX,9/13/2006,3.10714,3.122854,2.948568,2.952854,2110978,3.10714,2.748503,2.923202,0.08735,3.097902,0.20681,0.047857,0.012143,79.761905
NFLX SEWJWLJNHZDX,9/14/2006,3.188568,3.201425,3.064283,3.071426,1177329,3.188568,2.755431,2.971451,0.10801,3.187471,0.218583,0.054,0.012143,81.641469
NFLX SEWJWLJNHZDX,9/15/2006,3.211425,3.222854,3.161425,3.161425,579492,3.211425,2.757724,3.015083,0.128679,3.272441,0.224378,0.046286,0.012143,79.217604
NFLX SEWJWLJNHZDX,9/16/2006,3.241425,3.274282,3.212854,3.232854,1242681,3.241425,2.773519,3.056236,0.141358,3.338952,0.236805,0.049286,0.011,81.753555
NFLX SEWJWLJNHZDX,9/19/2006,3.189997,3.284282,3.175711,3.264282,1102732,3.189997,2.805377,3.080556,0.13759,3.355735,0.225778,0.049143,0.016143,75.273523
NFLX SEWJWLJNHZDX,9/20/2006,3.132854,3.23714,3.099997,3.178568,1734874,3.132854,2.837111,3.090065,0.126477,3.343018,0.208429,0.046429,0.021857,67.991632
NFLX SEWJWLJNHZDX,9/21/2006,3.209997,3.221425,3.161425,3.16714,575554,3.209997,2.854349,3.111871,0.128761,3.369392,0.214184,0.042571,0.021857,66.075388
NFLX SEWJWLJNHZDX,9/22/2006,3.269997,3.362854,3.202854,3.205711,1051165,3.269997,2.903677,3.140621,0.118472,3.377564,0.224696,0.048571,0.011857,80.378251
NFLX SEWJWLJNHZDX,9/23/2006,3.288568,3.299997,3.209997,3.27714,696310,3.288568,2.981894,3.16752,0.092813,3.353147,0.231659,0.050429,0.010857,82.284382
NFLX SEWJWLJNHZDX,9/26/2006,3.299997,3.328568,3.272854,3.325711,620212,3.299997,3.071452,3.191607,0.060077,3.311762,0.237861,0.045857,0.010857,80.856423
NFLX SEWJWLJNHZDX,9/27/2006,3.282854,3.328568,3.275711,3.321425,444030,3.282854,3.105575,3.208197,0.051311,3.31082,0.233421,0.030143,0.012571,70.568562
NFLX SEWJWLJNHZDX,9/28/2006,3.314282,3.355711,3.285711,3.285711,515516,3.314282,3.118416,3.227485,0.054535,3.336555,0.238576,0.025143,0.012571,66.666667
NFLX SEWJWLJNHZDX,9/29/2006,3.29714,3.371425,3.272854,3.321425,678093,3.29714,3.129254,3.24015,0.055448,3.351046,0.231795,0.022857,0.014286,61.538462
NFLX SEWJWLJNHZDX,9/30/2006,3.249997,3.355711,3.234282,3.315711,1240821,3.249997,3.131274,3.24194,0.055333,3.352606,0.219387,0.019857,0.019,51.102941
NFLX SEWJWLJNHZDX,10/3/2006,3.258568,3.302854,3.242854,3.255711,680307,3.258568,3.142727,3.244963,0.051118,3.3472,0.22619,0.020714,0.013857,59.917355
NFLX SEWJWLJNHZDX,10/4/2006,3.292854,3.295711,3.185711,3.258568,874071,3.292854,3.195885,3.253671,0.028893,3.311456,0.234931,0.024143,0.008143,74.778761
NFLX SEWJWLJNHZDX,10/5/2006,3.314282,3.338568,3.258568,3.279997,674265,3.314282,3.223311,3.264691,0.02069,3.306071,0.241673,0.018571,0.008143,69.518717
NFLX SEWJWLJNHZDX,10/6/2006,3.407139,3.427139,3.29714,3.335711,667593,3.407139,3.209143,3.290591,0.040724,3.372039,0.248349,0.021857,0.008143,72.857143
NFLX SEWJWLJNHZDX,10/7/2006,3.444282,3.457139,3.378568,3.407139,588499,3.444282,3.200773,3.318535,0.058881,3.436296,0.254234,0.023714,0.008143,74.439462
NFLX SEWJWLJNHZDX,10/10/2006,3.425711,3.455711,3.409997,3.455711,385478,3.425711,3.204104,3.338021,0.066958,3.471938,0.25038,0.022571,0.01,69.298246
NFLX SEWJWLJNHZDX,10/11/2006,3.368568,3.441425,3.354282,3.441425,415533,3.368568,3.211537,3.343575,0.066019,3.475614,0.246224,0.022571,0.014,61.71875
NFLX SEWJWLJNHZDX,10/12/2006,3.338568,3.395711,3.294282,3.351425,1248768,3.338568,3.211517,3.342665,0.065574,3.473812,0.233737,0.019429,0.017,53.333333
NFLX SEWJWLJNHZDX,10/13/2006,3.342854,3.365711,3.31714,3.328568,724688,3.342854,3.214656,3.342699,0.064022,3.470742,0.240983,0.019857,0.015286,56.504065
NFLX SEWJWLJNHZDX,10/14/2006,3.31714,3.369997,3.311425,3.362854,596067,3.31714,3.224238,3.338052,0.056907,3.451866,0.235023,0.019857,0.013143,60.17316
NFLX SEWJWLJNHZDX,10/17/2006,3.31714,3.339997,3.315711,3.334282,1019948,3.31714,3.234964,3.33425,0.049643,3.433535,0.235023,0.019,0.013143,59.111111
NFLX SEWJWLJNHZDX,10/18/2006,3.251425,3.315711,3.222854,3.314282,1148174,3.251425,3.206956,3.319191,0.056117,3.431425,0.223541,0.015571,0.019714,44.129555
NFLX SEWJWLJNHZDX,10/19/2006,3.194283,3.27714,3.182854,3.25714,696241,3.194283,3.149955,3.29648,0.073263,3.443006,0.216579,0.013429,0.025429,34.558824
NFLX SEWJWLJNHZDX,10/20/2006,3.164283,3.21714,3.161425,3.182854,1096284,3.164283,3.099828,3.272444,0.086308,3.44506,0.205616,0.004143,0.028429,12.719298
NFLX SEWJWLJNHZDX,10/21/2006,3.182854,3.185711,3.135711,3.159997,1461106,3.182854,3.089842,3.256155,0.083157,3.422468,0.220227,0.002286,0.028429,7.44186
NFLX SEWJWLJNHZDX,10/24/2006,3.295711,3.312854,3.149997,3.181425,2596896,3.295711,3.123135,3.263347,0.070106,3.403559,0.246196,0.013571,0.026571,33.807829
NFLX SEWJWLJNHZDX,10/25/2006,3.904282,4.014282,3.80571,3.901425,11323012,3.904282,2.977267,3.379881,0.201307,3.782495,0.359426,0.074428,0.020857,78.110945
NFLX SEWJWLJNHZDX,10/26/2006,3.964282,3.992853,3.889996,3.948567,2645435,3.964282,2.932145,3.486135,0.276995,4.040126,0.38588,0.080428,0.017857,81.831395
NFLX SEWJWLJNHZDX,10/27/2006,3.964282,3.981425,3.87571,3.964282,1597298,3.964282,2.92439,3.573071,0.32434,4.221752,0.38588,0.08,0.017857,81.751825
NFLX SEWJWLJNHZDX,10/28/2006,3.93571,3.998567,3.911425,3.949996,1673650,3.93571,2.938983,3.639006,0.350011,4.339028,0.369144,0.08,0.018143,81.513828
NFLX SEWJWLJNHZDX,10/31/2006,3.982853,3.98571,3.921425,3.952853,841003,3.982853,2.9647,3.701523,0.368411,4.438346,0.377554,0.084714,0.018143,82.361111
NFLX SEWJWLJNHZDX,11/1/2006,3.949996,4.057139,3.921425,3.999996,1593708,3.949996,3.016817,3.7467,0.364941,4.476583,0.361617,0.084714,0.014857,85.07891
NFLX SEWJWLJNHZDX,11/2/2006,3.939996,4.02571,3.921425,3.958567,1394085,3.939996,3.104531,3.781845,0.338657,4.459159,0.347676,0.084714,0.010143,89.307229
NFLX SEWJWLJNHZDX,11/3/2006,3.814282,3.912853,3.787139,3.912853,1451481,3.814282,3.224271,3.787742,0.281736,4.351214,0.333161,0.084714,0.019714,81.121751
NFLX SEWJWLJNHZDX,11/4/2006,3.81571,3.917139,3.742853,3.834282,1211007,3.81571,3.402239,3.792828,0.195295,4.183417,0.345271,0.083,0.019714,80.806676
NFLX SEWJWLJNHZDX,11/7/2006,3.892853,3.899996,3.809996,3.809996,891180,3.892853,3.6973,3.811014,0.056857,3.924729,0.354183,0.079428,0.019714,80.115274
NFLX SEWJWLJNHZDX,11/8/2006,3.947139,3.97571,3.839996,3.851425,1242861,3.947139,3.720978,3.835764,0.057393,3.95055,0.366612,0.024,0.019714,54.901961
NFLX SEWJWLJNHZDX,11/9/2006,4.127139,4.138567,3.907139,3.93571,2202509,4.127139,3.720216,3.888741,0.084263,4.057266,0.388637,0.036,0.019714,64.615385
NFLX SEWJWLJNHZDX,11/10/2006,4.122853,4.214282,4.109996,4.118567,2006688,4.122853,3.729034,3.931307,0.101136,4.13358,0.36857,0.036,0.020143,64.122137
NFLX SEWJWLJNHZDX,11/11/2006,4.194282,4.217139,4.131424,4.151424,1138152,4.194282,3.731255,3.979121,0.123933,4.226986,0.379951,0.043143,0.017286,71.394799
NFLX SEWJWLJNHZDX,11/14/2006,4.212853,4.284281,4.187139,4.219996,639306,4.212853,3.736585,4.021617,0.142516,4.30665,0.386344,0.040286,0.017286,69.975186
NFLX SEWJWLJNHZDX,11/15/2006,4.154282,4.238567,4.131424,4.237139,875331,4.154282,3.749401,4.045738,0.148169,4.342075,0.377591,0.040286,0.019857,66.983373
NFLX SEWJWLJNHZDX,11/16/2006,4.249996,4.259996,4.119996,4.144282,1115322,4.249996,3.763438,4.082876,0.159719,4.402313,0.388744,0.049857,0.018857,72.557173
NFLX SEWJWLJNHZDX,11/17/2006,4.179996,4.249996,4.161424,4.242853,486893,4.179996,3.81715,4.100534,0.141692,4.383918,0.383875,0.049857,0.013286,78.959276
NFLX SEWJWLJNHZDX,11/18/2006,4.134282,4.181424,4.121424,4.158567,481753,4.134282,3.889849,4.10667,0.10841,4.323491,0.379058,0.049714,0.017857,73.572939
NFLX SEWJWLJNHZDX,11/21/2006,4.154282,4.197139,4.114282,4.131424,402417,4.154282,3.961114,4.115327,0.077106,4.269539,0.383082,0.044,0.017857,71.13164
NFLX SEWJWLJNHZDX,11/22/2006,4.184282,4.199996,4.142853,4.154282,416292,4.184282,4.050563,4.127864,0.038651,4.205165,0.387245,0.041571,0.017857,69.951923
NFLX SEWJWLJNHZDX,11/23/2006,4.231424,4.24571,4.167139,4.194282,398224,4.231424,4.067978,4.146693,0.039357,4.225408,0.391227,0.028286,0.017857,61.30031
NFLX SEWJWLJNHZDX,11/25/2006,4.188567,4.19571,4.164282,4.171424,226946,4.188567,4.086124,4.154307,0.034091,4.222489,0.388958,0.028286,0.021714,56.571429
NFLX SEWJWLJNHZDX,11/28/2006,4.131424,4.191424,4.124282,4.172853,813822,4.131424,4.074141,4.150146,0.038002,4.226151,0.380819,0.021143,0.027429,43.529412
NFLX SEWJWLJNHZDX,11/29/2006,4.122853,4.142853,4.074282,4.104282,787502,4.122853,4.064677,4.145184,0.040253,4.22569,0.372944,0.019286,0.028286,40.540541
NFLX SEWJWLJNHZDX,11/30/2006,4.169996,4.201424,4.12571,4.144282,596523,4.169996,4.070114,4.149695,0.03979,4.229276,0.37891,0.024,0.022429,51.692308
NFLX SEWJWLJNHZDX,12/1/2006,4.184282,4.249996,4.134282,4.138567,837958,4.184282,4.093295,4.155984,0.031344,4.218672,0.387289,0.015857,0.022429,41.41791
NFLX SEWJWLJNHZDX,12/2/2006,4.208567,4.28571,4.144282,4.19571,852030,4.208567,4.098501,4.165544,0.033522,4.232587,0.39581,0.018286,0.015429,54.237288
NFLX SEWJWLJNHZDX,12/5/2006,4.13571,4.208567,4.129996,4.199996,616929,4.13571,4.093385,4.16012,0.033367,4.226855,0.38964,0.018286,0.018143,50.196078
NFLX SEWJWLJNHZDX,12/6/2006,4.138567,4.182853,4.042853,4.161424,812409,4.138567,4.087249,4.156201,0.034476,4.225153,0.397764,0.016571,0.018143,47.736626
NFLX SEWJWLJNHZDX,12/7/2006,4.068567,4.13571,4.064282,4.12571,442316,4.068567,4.049645,4.140268,0.045312,4.230891,0.393341,0.013571,0.025143,35.055351
NFLX SEWJWLJNHZDX,12/8/2006,3.962853,4.074282,3.949996,4.057139,869956,3.962853,3.972353,4.108011,0.067829,4.243668,0.384642,0.008857,0.035714,19.871795
NFLX SEWJWLJNHZDX,12/9/2006,3.949996,3.984282,3.898568,3.964282,641271,3.949996,3.912152,4.079281,0.083565,4.24641,0.378229,0.008857,0.032714,21.305842
NFLX SEWJWLJNHZDX,12/12/2006,4.064282,4.08571,3.998567,4.037139,991540,4.064282,3.908452,4.076554,0.084051,4.244655,0.388144,0.020286,0.027,42.900302
NFLX SEWJWLJNHZDX,12/13/2006,4.054282,4.084282,4.027139,4.074282,854998,4.054282,3.903009,4.072504,0.084747,4.241999,0.379594,0.020286,0.027143,42.771084
NFLX SEWJWLJNHZDX,12/14/2006,4.058567,4.09571,4.021425,4.084282,358755,4.058567,3.907496,4.06997,0.081237,4.232445,0.383182,0.016,0.027143,37.086093
NFLX SEWJWLJNHZDX,12/15/2006,3.967139,4.024282,3.827139,3.86571,1026183,3.967139,3.890952,4.051274,0.080161,4.211596,0.37292,0.014571,0.036286,28.651685
NFLX SEWJWLJNHZDX,12/16/2006,3.942853,4.011425,3.914282,3.959996,593196,3.942853,3.89113,4.031561,0.070215,4.171991,0.366988,0.012143,0.038714,23.876404
NFLX SEWJWLJNHZDX,12/19/2006,3.801425,3.957139,3.79571,3.942853,926192,3.801425,3.808542,3.989718,0.090588,4.170894,0.357726,0.012143,0.045571,21.039604
NFLX SEWJWLJNHZDX,12/20/2006,3.86571,3.891425,3.742853,3.789996,997908,3.86571,3.795223,3.967171,0.085974,4.139119,0.367705,0.018286,0.045571,28.635347
NFLX SEWJWLJNHZDX,12/21/2006,3.912853,3.938567,3.85571,3.857139,550448,3.912853,3.794628,3.957295,0.081334,4.119962,0.37321,0.023,0.038571,37.354988
NFLX SEWJWLJNHZDX,12/22/2006,3.824282,3.961425,3.814282,3.887139,696597,3.824282,3.751907,3.933111,0.090602,4.114315,0.366244,0.023,0.036857,38.424821
NFLX SEWJWLJNHZDX,12/23/2006,3.741425,3.818568,3.734282,3.814282,717051,3.741425,3.680272,3.898259,0.108994,4.116246,0.359073,0.023,0.043857,34.401709
NFLX SEWJWLJNHZDX,12/27/2006,3.83571,3.888568,3.734282,3.734282,558553,3.83571,3.685532,3.886886,0.100677,4.088241,0.364659,0.021,0.043857,32.378855
NFLX SEWJWLJNHZDX,12/28/2006,3.784282,3.859996,3.781425,3.857139,546315,3.784282,3.685052,3.868231,0.091589,4.05141,0.359196,0.021,0.048,30.434783
NFLX SEWJWLJNHZDX,12/29/2006,3.732853,3.80571,3.727139,3.761425,1091665,3.732853,3.690307,3.843617,0.076655,3.996927,0.348279,0.020571,0.053143,27.906977
NFLX SEWJWLJNHZDX,12/30/2006,3.692853,3.828568,3.692853,3.722853,932336,3.692853,3.664954,3.816205,0.075626,3.967457,0.338956,0.020571,0.048,30
NFLX SEWJWLJNHZDX,1/4/2007,3.799996,3.824282,3.677139,3.704282,2184834,3.799996,3.689032,3.813258,0.062113,3.937484,0.360804,0.031286,0.045571,40.70632
NFLX SEWJWLJNHZDX,1/5/2007,3.618568,3.828568,3.585711,3.772853,2162255,3.618568,3.613133,3.77786,0.082363,3.942587,0.339181,0.031286,0.049571,38.69258
NFLX SEWJWLJNHZDX,1/6/2007,3.544282,3.619996,3.492854,3.619996,2058785,3.544282,3.529216,3.735391,0.103088,3.941567,0.318594,0.024857,0.057,30.366492
NFLX SEWJWLJNHZDX,1/9/2007,3.402854,3.555711,3.367139,3.545711,2503042,3.402854,3.41192,3.67493,0.131505,3.93794,0.293563,0.020143,0.071143,22.065728
NFLX SEWJWLJNHZDX,1/10/2007,3.428568,3.439997,3.359997,3.427139,1480656,3.428568,3.337772,3.630137,0.146183,3.922502,0.30837,0.022714,0.062286,26.722689
NFLX SEWJWLJNHZDX,1/11/2007,3.438568,3.462854,3.411425,3.424282,1615542,3.438568,3.281748,3.595306,0.156779,3.908864,0.324525,0.023714,0.054,30.514706
NFLX SEWJWLJNHZDX,1/12/2007,3.462854,3.507139,3.411425,3.428568,1272191,3.462854,3.277343,3.571224,0.14694,3.865105,0.337247,0.016714,0.054,23.636364
NFLX SEWJWLJNHZDX,1/13/2007,3.242854,3.411425,3.241425,3.408568,3041980,3.242854,3.182899,3.51152,0.164311,3.840142,0.306827,0.016714,0.070857,19.08646
NFLX SEWJWLJNHZDX,1/17/2007,3.24714,3.485711,3.242854,3.464282,4117989,3.24714,3.121989,3.463451,0.170731,3.804913,0.348007,0.017143,0.065714,20.689655
NFLX SEWJWLJNHZDX,1/18/2007,3.261425,3.292854,3.234282,3.259997,2068774,3.261425,3.090789,3.426719,0.167965,3.762649,0.368695,0.018571,0.061714,23.131673
NFLX SEWJWLJNHZDX,1/19/2007,3.17714,3.282854,3.168568,3.251425,1520651,3.17714,3.106609,3.381341,0.137366,3.656073,0.353488,0.007857,0.070143,10.07326
NFLX SEWJWLJNHZDX,1/20/2007,3.225711,3.259997,3.171425,3.174283,1675282,3.225711,3.11467,3.353045,0.119187,3.591419,0.370241,0.012714,0.052,19.646799
NFLX SEWJWLJNHZDX,1/23/2007,3.12714,3.281425,3.114283,3.264282,2551006,3.12714,3.083189,3.311971,0.114391,3.540753,0.344731,0.012714,0.054429,18.93617
NFLX SEWJWLJNHZDX,1/24/2007,3.102854,3.189997,3.099997,3.114283,2842919,3.102854,3.028189,3.27395,0.12288,3.51971,0.316302,0.012714,0.042714,22.938144
NFLX SEWJWLJNHZDX,1/25/2007,3.244282,3.285711,3.042854,3.128568,4375690,3.244282,3.046166,3.268556,0.111195,3.490945,0.360059,0.024286,0.042714,36.247335
NFLX SEWJWLJNHZDX,1/26/2007,3.318568,3.464282,3.245711,3.415711,8704071,3.318568,3.085748,3.277649,0.095951,3.46955,0.4471,0.030714,0.042714,41.828794
NFLX SEWJWLJNHZDX,1/27/2007,3.304282,3.371425,3.249997,3.365711,1945101,3.304282,3.149322,3.282491,0.066585,3.415661,0.427648,0.028286,0.044143,39.053254
NFLX SEWJWLJNHZDX,1/30/2007,3.225711,3.251425,3.151425,3.179997,3020347,3.225711,3.139514,3.272168,0.066327,3.404821,0.397445,0.028286,0.03,48.529412
NFLX SEWJWLJNHZDX,1/31/2007,3.274282,3.279997,3.221425,3.234282,1146599,3.274282,3.13699,3.272552,0.067781,3.408115,0.408911,0.032714,0.03,52.164009
NFLX SEWJWLJNHZDX,2/1/2007,3.262854,3.304282,3.242854,3.254282,1255153,3.262854,3.135075,3.270789,0.067857,3.406503,0.396359,0.031286,0.031143,50.114416
NFLX SEWJWLJNHZDX,2/2/2007,3.248568,3.299997,3.235711,3.241425,1042646,3.248568,3.134662,3.266749,0.066043,3.398835,0.385933,0.031286,0.024143,56.443299
NFLX SEWJWLJNHZDX,2/3/2007,3.262854,3.295711,3.242854,3.249997,1255110,3.262854,3.132946,3.266041,0.066547,3.399135,0.398484,0.027857,0.024143,53.571429
NFLX SEWJWLJNHZDX,2/6/2007,3.228568,3.285711,3.221425,3.285711,767509,3.228568,3.147459,3.259227,0.055884,3.370996,0.390809,0.027857,0.017714,61.128527
NFLX SEWJWLJNHZDX,2/7/2007,3.18714,3.238568,3.165711,3.214282,2189215,3.18714,3.173244,3.246121,0.036438,3.318997,0.368917,0.027857,0.019429,58.912387
NFLX SEWJWLJNHZDX,2/8/2007,3.265711,3.292854,3.175711,3.178568,1497301,3.265711,3.177016,3.249682,0.036333,3.322349,0.38389,0.021571,0.019429,52.61324
NFLX SEWJWLJNHZDX,2/9/2007,3.392854,3.404282,3.301425,3.354282,2599916,3.392854,3.17143,3.275714,0.052142,3.379998,0.409889,0.026857,0.019429,58.024691
NFLX SEWJWLJNHZDX,2/10/2007,3.305711,3.397139,3.29714,3.397139,1078917,3.305711,3.176667,3.281168,0.052251,3.385669,0.3991,0.026857,0.026714,50.133333
NFLX SEWJWLJNHZDX,2/13/2007,3.304282,3.352854,3.284282,3.289997,945047,3.304282,3.182188,3.28537,0.051591,3.388553,0.389649,0.026857,0.019,58.566978
NFLX SEWJWLJNHZDX,2/14/2007,3.269997,3.321425,3.261425,3.318568,623877,3.269997,3.179377,3.282575,0.051599,3.385773,0.383411,0.022,0.022429,49.517685
NFLX SEWJWLJNHZDX,2/15/2007,3.22714,3.312854,3.179997,3.271425,5112571,3.22714,3.16575,3.272496,0.053373,3.379242,0.332285,0.022,0.025571,46.246246
NFLX SEWJWLJNHZDX,2/16/2007,3.214282,3.242854,3.202854,3.211425,1073177,3.214282,3.150619,3.261912,0.055646,3.373204,0.321553,0.022,0.025429,46.385542
NFLX SEWJWLJNHZDX,2/17/2007,3.268568,3.272854,3.19714,3.21714,1391782,3.268568,3.151838,3.263122,0.055642,3.374406,0.335471,0.026,0.025429,50.555556
NFLX SEWJWLJNHZDX,2/21/2007,3.35714,3.371425,3.275711,3.27714,1689321,3.35714,3.160045,3.280216,0.060086,3.400388,0.352364,0.034857,0.022,61.306533
NFLX SEWJWLJNHZDX,2/22/2007,3.344282,3.365711,3.31714,3.359997,2535607,3.344282,3.183479,3.291864,0.054193,3.40025,0.327008,0.034857,0.019143,64.550265
NFLX SEWJWLJNHZDX,2/23/2007,3.392854,3.411425,3.345711,3.345711,1180398,3.392854,3.189445,3.310226,0.060391,3.431007,0.338812,0.031857,0.019143,62.464986
NFLX SEWJWLJNHZDX,2/24/2007,3.358568,3.407139,3.35714,3.394282,1118369,3.358568,3.206428,3.319016,0.056294,3.431603,0.327628,0.019143,0.022571,45.890411
NFLX SEWJWLJNHZDX,2/27/2007,3.304282,3.402854,3.299997,3.387139,872414,3.304282,3.203754,3.316337,0.056292,3.42892,0.318904,0.019143,0.019286,49.814126
NFLX SEWJWLJNHZDX,2/28/2007,3.15714,3.264282,3.15714,3.231425,1700920,3.15714,3.14438,3.287392,0.071506,3.430404,0.301895,0.019143,0.033857,36.118598
NFLX SEWJWLJNHZDX,3/1/2007,3.218568,3.272854,3.155711,3.158568,1198569,3.218568,3.125868,3.274879,0.074505,3.423889,0.313881,0.025286,0.030429,45.384615
NFLX SEWJWLJNHZDX,3/2/2007,3.261425,3.291425,3.15714,3.194283,1657254,3.261425,3.127312,3.272432,0.07256,3.417553,0.330453,0.029571,0.026143,53.076923
NFLX SEWJWLJNHZDX,3/3/2007,3.182854,3.285711,3.181425,3.261425,1096272,3.182854,3.103628,3.256145,0.076259,3.408663,0.319491,0.029571,0.032714,47.477064
NFLX SEWJWLJNHZDX,3/6/2007,3.008568,3.165711,3.00714,3.144283,2346660,3.008568,2.985464,3.211131,0.112834,3.436798,0.296024,0.024143,0.050143,32.5
NFLX SEWJWLJNHZDX,3/7/2007,3.061426,3.129997,2.98714,3.035711,1983647,3.061426,2.940833,3.183912,0.121539,3.426991,0.31586,0.020571,0.050143,29.090909
NFLX SEWJWLJNHZDX,3/8/2007,3.024283,3.085711,3.009997,3.071426,1107480,3.024283,2.897133,3.154889,0.128878,3.412645,0.304786,0.020571,0.052571,28.125
NFLX SEWJWLJNHZDX,3/9/2007,3.035711,3.089997,3.029997,3.029997,834675,3.035711,2.895739,3.13322,0.118741,3.370701,0.313132,0.016857,0.052571,24.279835
NFLX SEWJWLJNHZDX,3/10/2007,3.008568,3.071426,2.981426,3.071426,895399,3.008568,2.897818,3.110556,0.106369,3.323294,0.304178,0.016857,0.051857,24.532225
NFLX SEWJWLJNHZDX,3/13/2007,3.009997,3.029997,2.95714,2.999997,916737,3.009997,2.906454,3.092273,0.092909,3.278091,0.313346,0.017,0.046429,26.801802
NFLX SEWJWLJNHZDX,3/14/2007,2.938568,3.022854,2.928569,2.999997,1240783,2.938568,2.861384,3.064326,0.101471,3.267269,0.300938,0.017,0.038857,30.434783
NFLX SEWJWLJNHZDX,3/15/2007,3.015711,3.021426,2.899997,2.929997,1146696,3.015711,2.874655,3.055487,0.090416,3.23632,0.312405,0.018571,0.038857,32.338308
NFLX SEWJWLJNHZDX,3/16/2007,3.024283,3.049997,2.984283,3.024283,762838,3.024283,2.932643,3.049814,0.058585,3.166985,0.320033,0.015143,0.038857,28.042328
NFLX SEWJWLJNHZDX,3/17/2007,3.002854,3.031426,2.96714,3.021426,815527,3.002854,2.981899,3.041276,0.029688,3.100653,0.311878,0.015143,0.033143,31.360947
NFLX SEWJWLJNHZDX,3/20/2007,3.049997,3.071426,3.011426,3.015711,759130,3.049997,2.979642,3.042861,0.03161,3.106081,0.319469,0.019857,0.015714,55.823293
NFLX SEWJWLJNHZDX,3/21/2007,3.208568,3.255711,3.048568,3.052854,2236233,3.208568,2.94259,3.07299,0.0652,3.20339,0.341832,0.030429,0.015714,65.944272
NFLX SEWJWLJNHZDX,3/22/2007,3.294282,3.329997,3.168568,3.221425,2186359,3.294282,2.909233,3.113225,0.101996,3.317217,0.363695,0.039,0.012,76.470588
NFLX SEWJWLJNHZDX,3/23/2007,3.299997,3.322854,3.258568,3.285711,714293,3.299997,2.898458,3.147183,0.124363,3.395909,0.370838,0.038429,0.012,76.203966
NFLX SEWJWLJNHZDX,3/24/2007,3.394282,3.397139,3.275711,3.285711,1388543,3.394282,2.889205,3.19211,0.151453,3.495016,0.384724,0.047857,0.009286,83.75
