symbol,time,close,high,low,open,volume,bollingerbands,lowerband,middleband,standarddeviation,upperband,onbalancevolume,averagegain,averageloss,relativestrengthindex
NFLX SEWJWLJNHZDX,7/23/2002,1.170715,1.179286,1.115715,1.135715,141600,1.170715,1.062427,1.152454,0.045013,1.24248,0.063525,0.019,0.0195,49.350649
NFLX SEWJWLJNHZDX,7/24/2002,1.146429,1.213572,1.130715,1.176429,101200,1.146429,1.0606,1.151358,0.045379,1.242117,0.062513,0.019,0.020429,48.188406
NFLX SEWJWLJNHZDX,7/25/2002,1.114286,1.159286,1.074286,1.146429,223500,1.114286,1.048987,1.144618,0.047816,1.240249,0.060278,0.018714,0.023643,44.182125
NFLX SEWJWLJNHZDX,7/26/2002,1.036429,1.127858,1.035,1.125,339100,1.036429,1.034317,1.124947,0.045315,1.215578,0.056887,0.008143,0.031429,20.577617
NFLX SEWJWLJNHZDX,7/27/2002,0.871429,1.058572,0.85,1.05,500400,0.871429,0.90658,1.078853,0.086137,1.251126,0.051883,0.008143,0.041786,16.309013
NFLX SEWJWLJNHZDX,7/30/2002,0.876429,0.924286,0.85,0.896429,252300,0.876429,0.828626,1.042049,0.106711,1.255472,0.054406,0.008643,0.037071,18.90625
NFLX SEWJWLJNHZDX,7/31/2002,0.914286,0.942858,0.893572,0.893572,265900,0.914286,0.788868,1.018819,0.114975,1.24877,0.057065,0.012429,0.033643,26.976744
NFLX SEWJWLJNHZDX,8/1/2002,0.952143,0.96,0.905715,0.928572,233400,0.952143,0.770774,1.006696,0.117961,1.242619,0.059399,0.016214,0.029929,35.139319
NFLX SEWJWLJNHZDX,8/2/2002,0.891429,0.96,0.877857,0.95,194500,0.891429,0.747223,0.985738,0.119258,1.224254,0.057454,0.010214,0.036,22.102009
NFLX SEWJWLJNHZDX,8/3/2002,0.777857,0.887857,0.706429,0.886429,474700,0.777857,0.693881,0.947942,0.12703,1.202003,0.052707,0.009071,0.047357,16.075949
NFLX SEWJWLJNHZDX,8/6/2002,0.775,0.812857,0.760715,0.778572,266900,0.775,0.673585,0.916498,0.121457,1.159411,0.050038,0.008071,0.047643,14.487179
NFLX SEWJWLJNHZDX,8/7/2002,0.760715,0.803572,0.742857,0.795715,169400,0.760715,0.670225,0.888174,0.108974,1.106122,0.048344,0.008071,0.046643,14.751958
NFLX SEWJWLJNHZDX,8/8/2002,0.793572,0.793572,0.742857,0.760715,162700,0.793572,0.701324,0.870973,0.084825,1.040623,0.049971,0.011357,0.043429,20.730117
NFLX SEWJWLJNHZDX,8/9/2002,0.796429,0.803572,0.750715,0.796429,162600,0.796429,0.728621,0.85742,0.064399,0.986218,0.051597,0.011643,0.035643,24.622356
NFLX SEWJWLJNHZDX,8/10/2002,0.787143,0.821429,0.778572,0.798572,106900,0.787143,0.713914,0.844642,0.065364,0.975371,0.050528,0.011643,0.020071,36.711712
NFLX SEWJWLJNHZDX,8/13/2002,0.757143,0.807143,0.753572,0.802857,147600,0.757143,0.694493,0.828733,0.06712,0.962973,0.049052,0.011143,0.023071,32.56785
NFLX SEWJWLJNHZDX,8/14/2002,0.772857,0.805,0.754286,0.767857,127600,0.772857,0.697669,0.818574,0.060452,0.939479,0.050328,0.008929,0.023071,27.901786
NFLX SEWJWLJNHZDX,8/15/2002,0.833572,0.833572,0.771429,0.775715,267500,0.833572,0.744768,0.821301,0.038266,0.897833,0.053003,0.011214,0.023071,32.708333
