symbol,time,close,high,low,open,volume,bollingerbands,lowerband,middleband,standarddeviation,upperband,onbalancevolume,averagegain,averageloss,relativestrengthindex
SPY R735QTJ8XC9X,2/17/1999,83.688996,84.530058,83.016147,83.93795,6590400,83.688996,81.613427,83.674459,1.030516,85.735492,1.019262,0.40371,0.586052,40.788579
SPY R735QTJ8XC9X,2/18/1999,82.592252,84.348388,82.255827,82.888305,7447000,82.592252,81.483018,83.477694,0.997338,85.47237,0.944792,0.40371,0.641225,38.6349
SPY R735QTJ8XC9X,2/19/1999,83.392942,83.688996,82.235641,82.888305,8844800,83.392942,82.014535,83.462285,0.723875,84.910035,1.03324,0.422549,0.641225,39.721695
SPY R735QTJ8XC9X,2/20/1999,83.392942,84.610799,83.016147,83.433313,5219200,83.392942,82.074915,83.449677,0.687381,84.824439,1.03324,0.422549,0.483106,46.656761
SPY R735QTJ8XC9X,2/23/1999,85.916127,85.936313,83.621711,83.729367,10212200,85.916127,81.778523,83.898123,1.0598,86.017722,1.135362,0.674868,0.426586,61.270617
SPY R735QTJ8XC9X,2/24/1999,85.788286,86.461135,85.175993,85.848842,7631500,85.788286,81.708812,84.241789,1.266488,86.774765,1.059047,0.6493,0.439371,59.641533
SPY R735QTJ8XC9X,2/25/1999,84.382031,86.689904,84.382031,86.017055,6777300,84.382031,81.984335,84.267287,1.141476,86.55024,0.991274,0.6493,0.410438,61.269841
SPY R735QTJ8XC9X,2/26/1999,83.93795,84.29456,82.484596,83.789923,11219400,83.93795,82.1176,84.207408,1.044904,86.297215,0.87908,0.593453,0.454846,56.61104
SPY R735QTJ8XC9X,2/27/1999,83.372757,83.998507,82.632623,83.93795,9233600,83.372757,81.95569,84.055653,1.049981,86.155616,0.786744,0.391598,0.511365,43.368107
SPY R735QTJ8XC9X,3/2/1999,83.285286,83.641896,81.334023,83.204544,7594300,83.285286,81.843602,83.915586,1.035992,85.987571,0.710801,0.391598,0.372759,51.232394
SPY R735QTJ8XC9X,3/3/1999,82.632623,84.314746,82.296198,83.769738,9311200,82.632623,81.460492,83.68232,1.110914,85.904148,0.617689,0.332388,0.438025,43.144105
SPY R735QTJ8XC9X,3/4/1999,82.847934,83.13726,81.939588,82.82102,7558900,82.847934,81.362934,83.530614,1.08384,85.698293,0.693278,0.353919,0.32835,51.873767
SPY R735QTJ8XC9X,3/5/1999,84.106162,84.260918,82.942133,83.473684,7787300,84.106162,81.491533,83.635259,1.071863,85.778985,0.771151,0.399672,0.32835,54.898336
SPY R735QTJ8XC9X,3/6/1999,85.996869,86.212181,84.725184,85.788286,10091200,85.996869,81.647553,84.064643,1.208545,86.481732,0.872063,0.588743,0.32835,64.196625
SPY R735QTJ8XC9X,3/9/1999,86.474592,86.66299,85.620073,86.313108,4553000,86.474592,81.912558,84.502815,1.295128,87.093072,0.917593,0.384197,0.32835,53.918791
SPY R735QTJ8XC9X,3/10/1999,86.292923,87.430038,85.747915,86.212181,7703600,86.292923,82.106336,84.828289,1.360977,87.550242,0.840557,0.384197,0.333733,53.514527
SPY R735QTJ8XC9X,3/11/1999,86.817745,86.945587,85.976684,86.44095,3748200,86.817745,82.085091,85.190009,1.552459,88.294926,0.878039,0.436679,0.193108,69.337607
SPY R735QTJ8XC9X,3/12/1999,87.618436,88.2711,86.716818,87.261826,6543200,87.618436,82.076689,85.631541,1.777426,89.186393,0.943471,0.516748,0.1487,77.654196
SPY R735QTJ8XC9X,3/13/1999,87.15417,88.163444,86.945587,88.143258,4963300,87.15417,82.298699,85.908382,1.804842,89.518066,0.893838,0.516748,0.138607,78.850103
SPY R735QTJ8XC9X,3/16/1999,88.250914,88.2711,87.133984,87.430038,5257400,88.250914,82.617717,86.334297,1.85829,90.050878,0.946412,0.626423,0.12986,82.829181
SPY R735QTJ8XC9X,3/17/1999,88.129801,88.587339,87.786648,88.230729,4422900,88.129801,83.393048,86.660753,1.633852,89.928457,0.902183,0.626423,0.076705,89.090909
SPY R735QTJ8XC9X,3/18/1999,87.638621,88.102887,87.221455,87.934675,4380300,87.638621,84.504955,86.838547,1.166796,89.172139,0.85838,0.604892,0.125823,82.780847
SPY R735QTJ8XC9X,3/19/1999,88.923763,89.044876,87.302197,87.322382,3537400,88.923763,85.419445,87.217677,0.899116,89.01591,0.893754,0.607583,0.125823,82.844037
SPY R735QTJ8XC9X,3/20/1999,87.722986,89.456402,87.5746,89.240568,5265200,87.722986,85.739316,87.309551,0.785118,88.879787,0.841102,0.418512,0.245901,62.989791
SPY R735QTJ8XC9X,3/23/1999,87.621814,88.080461,87.291318,87.722986,4422000,87.621814,85.953475,87.366326,0.706425,88.779177,0.796882,0.37074,0.256018,59.152034
SPY R735QTJ8XC9X,3/24/1999,85.261131,87.432959,84.782249,87.217125,9302400,85.261131,85.120116,86.983564,0.931724,88.847011,0.703858,0.37074,0.473919,43.892257
SPY R735QTJ8XC9X,3/25/1999,85.618605,85.766991,84.735035,85.551157,5950500,85.618605,84.577159,86.735389,1.079115,88.89362,0.763363,0.354005,0.473919,42.758157
SPY R735QTJ8XC9X,3/26/1999,87.095719,87.176656,86.164935,86.374024,6432000,87.095719,84.641626,86.800904,1.079639,88.960182,0.827683,0.421647,0.473919,47.08164
SPY R735QTJ8XC9X,3/27/1999,86.650561,87.095719,86.144701,86.758478,5881500,86.650561,84.575988,86.773569,1.09879,88.971149,0.768868,0.421647,0.472008,47.182312
SPY R735QTJ8XC9X,3/30/1999,88.505384,88.653769,87.115953,87.115953,5395500,88.505384,84.841667,87.088444,1.123388,89.335221,0.822823,0.497455,0.472008,51.312424
SPY R735QTJ8XC9X,3/31/1999,87.911841,88.505384,87.385745,87.642048,5090200,87.911841,85.019289,87.238153,1.109432,89.457016,0.771921,0.497455,0.519251,48.928104
SPY R735QTJ8XC9X,4/1/1999,86.758478,88.768431,86.630327,88.464915,7029600,86.758478,84.923764,87.150939,1.113588,89.378114,0.701625,0.497455,0.58547,45.936269
SPY R735QTJ8XC9X,4/2/1999,87.264339,87.473428,86.421238,87.473428,7473900,87.264339,85.255153,87.171557,0.958202,89.087961,0.776364,0.419527,0.58547,41.744129
SPY R735QTJ8XC9X,4/6/1999,89.287782,89.287782,87.851137,88.316529,5533700,89.287782,85.230874,87.556325,1.162725,89.881776,0.831701,0.621871,0.465392,57.19603
SPY R735QTJ8XC9X,4/7/1999,88.99101,89.69247,88.464915,89.15963,5022000,88.99101,85.258405,87.817177,1.279386,90.37595,0.781481,0.621871,0.484952,56.185253
SPY R735QTJ8XC9X,4/8/1999,89.625022,89.962262,88.613301,89.496871,6056300,89.625022,85.662999,88.145876,1.241439,90.628753,0.842044,0.685273,0.248883,73.357401
SPY R735QTJ8XC9X,4/9/1999,90.737915,90.906536,89.220333,89.834111,5645500,90.737915,86.012388,88.617156,1.302384,91.221924,0.898499,0.760814,0.248883,75.350701
SPY R735QTJ8XC9X,4/10/1999,90.973984,91.520313,90.103903,90.677212,4132000,90.973984,86.127368,89.04567,1.459151,91.963972,0.939819,0.63671,0.248883,71.89642
SPY R735QTJ8XC9X,4/13/1999,91.769871,91.898023,89.854345,90.022966,7944600,91.769871,86.430026,89.540979,1.555477,92.651933,1.019265,0.716299,0.204368,77.802198
SPY R735QTJ8XC9X,4/14/1999,91.183073,92.046408,90.400675,91.898023,10581100,91.183073,86.551895,89.839542,1.643823,93.127189,0.913454,0.530816,0.263048,66.864911
SPY R735QTJ8XC9X,4/15/1999,89.726194,91.769871,89.496871,91.769871,11566600,89.726194,86.694737,89.818933,1.562098,92.94313,0.797788,0.530816,0.349381,60.306513
SPY R735QTJ8XC9X,4/16/1999,89.456402,90.083669,88.356998,90.002731,11010600,89.456402,87.267171,89.753018,1.242924,92.238866,0.687682,0.530816,0.261024,67.035775
SPY R735QTJ8XC9X,4/17/1999,89.119161,89.645256,88.485149,89.645256,6139800,89.119161,87.765684,89.637772,0.936044,91.509859,0.626284,0.48023,0.294748,61.966928
SPY R735QTJ8XC9X,4/20/1999,86.947333,90.737915,86.589858,89.496871,12557100,86.947333,86.507922,89.148601,1.320339,91.78928,0.500713,0.277886,0.511931,35.183604
SPY R735QTJ8XC9X,4/21/1999,88.10744,88.377232,86.927098,87.554366,8576400,88.10744,86.155099,88.959299,1.4021,91.763499,0.586477,0.393897,0.482254,44.95766
SPY R735QTJ8XC9X,4/22/1999,90.171352,90.232055,84.836208,88.397467,5330700,90.171352,86.367206,89.179672,1.406233,91.992138,0.639784,0.536887,0.482254,52.680344
SPY R735QTJ8XC9X,4/23/1999,91.709168,91.898023,90.643488,91.142604,6576600,91.709168,86.645695,89.63958,1.496943,92.633466,0.70555,0.579379,0.482254,54.574333
SPY R735QTJ8XC9X,4/24/1999,91.560782,92.235263,91.054922,91.648465,4218900,91.560782,86.893121,89.98889,1.547884,93.084658,0.663361,0.555772,0.497092,52.786675
SPY R735QTJ8XC9X,4/27/1999,91.817085,92.275732,91.371928,92.066643,3304000,91.817085,87.214462,90.321289,1.553414,93.428116,0.696401,0.501814,0.497092,50.236327
SPY R735QTJ8XC9X,4/28/1999,92.107112,92.741124,91.621485,92.491566,4907600,92.107112,87.352163,90.645984,1.646911,93.939805,0.745477,0.530816,0.438413,54.766875
SPY R735QTJ8XC9X,4/29/1999,91.284245,92.572504,91.054922,92.026174,5446900,91.284245,87.401691,90.762031,1.68017,94.122372,0.691008,0.530816,0.375011,58.600149
SPY R735QTJ8XC9X,4/30/1999,90.75815,91.769871,90.252289,91.432631,9593600,90.75815,87.429903,90.761326,1.665711,94.092748,0.595072,0.530816,0.400642,56.98769
SPY R735QTJ8XC9X,5/1/1999,90.022966,91.479844,88.694238,91.115625,10538700,90.022966,87.387236,90.627078,1.619921,93.866921,0.489685,0.530816,0.440436,54.652778
SPY R735QTJ8XC9X,5/4/1999,91.479844,91.540548,89.726194,90.002731,10658900,91.479844,88.502477,90.782127,1.139825,93.061777,0.596274,0.676504,0.223253,75.187406
SPY R735QTJ8XC9X,5/5/1999,89.915049,91.601251,89.793642,91.142604,10221800,89.915049,89.097329,90.624476,0.763573,92.151623,0.494056,0.560494,0.379733,59.612626
SPY R735QTJ8XC9X,5/6/1999,91.034687,91.054922,88.923562,90.339972,9747000,91.034687,89.295084,90.69906,0.701988,92.103036,0.591526,0.466066,0.379733,55.103668
SPY R735QTJ8XC9X,5/7/1999,90.0432,91.142604,89.287782,90.677212,13134000,90.0432,89.079724,90.579813,0.750045,92.079902,0.460186,0.312285,0.478881,39.471441
SPY R735QTJ8XC9X,5/8/1999,90.805364,91.041432,90.002731,90.717681,8344100,90.805364,89.165418,90.620822,0.727702,92.076226,0.543627,0.388501,0.464043,45.56962
SPY R735QTJ8XC9X,5/11/1999,90.528826,91.540548,90.063435,90.947005,5372100,90.528826,89.263164,90.604096,0.670466,91.945027,0.489906,0.362871,0.491697,42.46251
SPY R735QTJ8XC9X,5/12/1999,91.540548,92.322946,84.836208,91.264011,6679600,91.540548,89.625328,90.77436,0.574516,91.923391,0.556702,0.43504,0.491697,46.943231
SPY R735QTJ8XC9X,5/13/1999,92.154325,92.552269,88.694238,91.560782,15070800,92.154325,89.621432,91.025262,0.701915,92.429093,0.70741,0.496418,0.40941,54.802681
